food_id,food_name,category,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,vitamin_c_mg,vitamin_d_iu,cholesterol_mg,saturated_fat_g,glycemic_index,purine_mg,oxalate_mg,contains_gluten,contains_dairy,contains_nuts,contains_eggs,contains_shellfish,contains_fish,contains_soy,contains_sesame,contains_peanuts,contains_sulfites,is_vegetarian,is_vegan,cuisine_type,meal_type,disease_score
N791,Pickled cabbage,Accompaniments,13.7,0.4,2.6,0.1,0.6,2.1,121.4,29,16.0,0.19,16.6,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,50
F077,Bottle Gourd (Lauki),Vegetable Dishes,14.0,0.6,3.4,0.0,0.5,2.3,2.0,150,26.0,0.2,10.0,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F042,Cucumber,Vegetable Dishes,15.0,0.7,3.6,0.1,0.5,1.7,2.0,147,16.0,0.3,2.8,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,50
N412,Steeped hot coffee,Beverages,15.9,0.4,3.0,0.3,0.0,3.0,2.8,31,10.4,0.06,0.3,0.0,0.0,0.1,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
N001,Hot tea (Garam Chai),Beverages,16.1,0.4,2.6,0.5,0.0,2.6,3.1,29,14.2,0.02,0.5,0.0,0.0,0.2,15,0.0,55,False,True,False,False,False,False,False,False,False,False,True,False,Indian,breakfast_snack,50
N422,Potato canjee (Aloo canjee),Vegetable Dishes,16.3,0.4,2.7,0.4,0.4,0.1,36.0,30,5.2,0.22,7.7,0.0,0.0,0.1,65,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N732,Cauliflower potato canjee,Indian Foods,16.8,0.6,2.6,0.4,0.7,0.1,35.6,31,6.8,0.28,15.6,0.0,0.0,0.1,65,2.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N443,Cold tomato soup,Soups,16.9,0.1,0.6,1.6,0.2,0.2,287.2,21,4.2,0.1,10.1,0.0,0.0,0.5,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,50
N789,Small onion pickle,Accompaniments,16.9,1.6,2.8,0.6,1.1,3.0,249.5,38,32.0,1.2,19.4,0.0,0.0,0.2,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,50
F078,Bitter Gourd (Karela),Vegetable Dishes,17.0,1.0,3.7,0.2,2.8,1.7,5.0,296,19.0,0.4,84.0,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F041,Tomato,Vegetable Dishes,18.0,0.9,3.9,0.2,1.2,2.6,5.0,237,10.0,0.3,13.7,0.0,0.0,0.0,30,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
F088,Coconut Water,Beverages,19.0,0.7,3.7,0.2,0.0,2.6,105.0,250,24.0,0.3,2.4,0.0,0.0,0.2,51,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tropical,breakfast_snack,50
N894,Tomato puree,Indian Foods,20.6,0.8,3.7,0.2,1.6,2.3,245.0,36,8.9,0.22,18.0,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N007,Lemonade,Beverages,20.8,0.0,5.5,0.0,0.0,5.5,28.5,38,1.8,0.05,5.3,0.0,0.0,0.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
N008,Lem-o-gin,Indian Foods,21.5,0.1,5.6,0.0,0.1,5.4,28.1,39,2.2,0.09,5.7,0.0,0.0,0.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F217,Jaljeera,Beverages,22.0,0.5,4.8,0.2,0.5,2.5,285.0,85,18.0,0.5,5.5,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
E060,Gundruk,Accompaniments,22.0,2.5,3.5,0.2,2.8,1.2,385.0,185,52.0,1.8,22.5,0.0,0.0,0.1,10,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Nepali/Sikkimese,condiment,50
N011,Summer cooler,Beverages,22.4,0.4,5.4,0.0,0.2,5.2,1.6,40,8.1,0.28,103.5,0.0,0.0,0.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
F037,Spinach,Vegetable Dishes,23.0,2.9,3.6,0.4,2.2,0.4,79.0,558,99.0,2.7,28.1,0.0,0.0,0.1,15,12.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
N858,Bottle gourd soup (Ghiya/Lauki soup),Soups,23.0,0.4,1.2,1.8,1.0,0.4,53.8,26,15.1,0.26,6.0,0.0,0.0,0.5,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,50
N002,Instant coffee,Beverages,23.2,0.6,3.6,0.8,0.0,3.6,4.9,35,20.9,0.06,1.5,0.0,0.0,0.2,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
N738,Sattu drink,Indian Foods,23.4,0.6,5.2,0.1,0.4,4.0,12.6,41,1.6,0.17,0.0,0.0,0.0,0.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Bihari,lunch_dinner,50
N480,Moong dal with vadi,Dals & Legumes,24.1,0.4,1.0,2.0,0.4,0.4,112.4,25,3.0,0.18,10.2,0.0,0.0,0.6,30,2.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N482,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),Soups,24.4,1.1,2.8,0.9,1.5,0.4,102.8,36,15.6,0.52,19.7,0.0,0.0,0.3,15,0.0,55,False,True,False,False,False,False,False,False,False,False,True,False,Tamil Nadu,lunch_dinner,50
N440,Meat stock,Meat Dishes,24.5,2.1,0.0,1.8,0.0,0.0,8.6,32,0.9,0.05,0.0,0.0,0.0,0.5,45,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,Indian,lunch_dinner,50
N411,Kashmiri tea (Kehwa),Beverages,24.9,0.2,5.2,0.5,0.2,5.1,0.3,39,3.2,0.07,0.1,0.0,0.0,0.2,15,0.0,55,False,False,False,False,False,False,False,False,False,False,True,True,Kashmiri,breakfast_snack,50
N439,Mixed stock,Indian Foods,25.2,2.1,0.3,1.7,0.2,0.2,9.5,33,2.1,0.07,2.6,0.0,0.0,0.5,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F076,Pumpkin,Vegetable Dishes,26.0,1.0,6.5,0.1,0.5,2.8,1.0,340,21.0,0.8,9.0,0.0,0.0,0.1,75,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
N481,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Soups,26.7,1.1,3.4,0.9,1.6,0.8,104.1,38,16.6,0.59,17.3,0.0,0.0,0.3,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tamil Nadu,lunch_dinner,50
N741,Cucumber sharbat (Kheere ka sharbat),Dairy & Paneer,27.3,0.3,6.6,0.1,0.8,5.5,2.6,45,6.5,0.18,9.2,0.0,0.0,0.0,75,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,50
F124,Rasam,Vegetable Dishes,28.0,1.2,4.8,0.5,1.2,2.2,380.0,185,22.0,0.8,12.5,0.0,0.0,0.1,15,35.0,0,False,False,False,False,False,False,False,False,False,False,True,True,South Indian,lunch_dinner,50
F034,Watermelon,Fruits,30.0,0.6,7.6,0.2,0.4,6.2,1.0,112,7.0,0.2,8.1,0.0,0.0,0.0,72,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tropical,snack,50
N417,Jal jeera,Indian Foods,30.2,0.4,6.7,0.3,1.0,5.7,215.6,46,24.7,0.84,2.2,0.0,0.0,0.1,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N539,Vegetables stir fry,Indian Foods,30.8,1.0,3.2,1.5,1.4,0.9,55.0,38,13.3,0.34,38.2,0.0,0.0,0.4,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F043,Bell Pepper,Vegetable Dishes,31.0,1.0,6.0,0.3,2.1,4.2,4.0,211,7.0,0.4,127.7,0.0,0.0,0.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
N064,Hot and sour soup,Soups,31.5,3.1,1.8,1.3,0.6,0.7,163.3,45,10.7,0.43,24.6,0.0,0.0,0.4,25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,50
F032,Strawberry,Fruits,32.0,0.7,7.7,0.3,2.0,4.9,1.0,153,16.0,0.4,58.8,0.0,0.0,0.0,40,0.0,1,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,50
E027,Saaru,Soups,32.0,1.5,5.5,0.5,1.8,1.8,320.0,145,18.0,1.2,12.5,0.0,0.0,0.1,15,35.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Karnataka,lunch_dinner,50
N861,Sweet corn soup,Soups,32.2,1.0,3.6,1.6,0.3,0.9,22.4,40,3.7,0.41,10.3,0.0,0.0,0.5,75,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,50
N135,Sprouted moong dal chat,Dals & Legumes,32.5,1.4,6.0,0.3,1.4,1.6,87.1,50,16.5,0.88,38.8,0.0,0.0,0.1,30,7.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N010,Coco pine cooler,Beverages,32.8,0.6,5.7,1.0,0.3,5.5,23.2,45,17.8,0.13,10.7,0.0,0.0,0.3,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
F086,Soya Milk,Beverages,33.0,2.9,1.7,1.8,0.6,1.0,51.0,110,25.0,0.4,0.0,119.0,0.0,0.2,34,0.0,54,False,False,False,False,False,False,True,False,False,False,True,True,Asian,breakfast,50
N900,Tomato ketchup,Indian Foods,33.1,0.9,6.5,0.3,1.9,4.7,178.0,49,15.3,0.36,18.0,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F036,Broccoli,Vegetable Dishes,34.0,2.8,7.0,0.4,2.6,1.7,33.0,316,47.0,0.7,89.2,0.0,0.0,0.1,10,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
N737,Woodapple juice (Bel ka sharbat),Beverages,34.2,0.6,6.5,0.7,1.0,5.8,127.4,47,11.8,0.12,18.4,0.0,0.0,0.2,55,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
N893,Tomato sauce,Indian Foods,34.3,0.8,7.2,0.3,1.8,5.7,174.8,51,13.0,0.31,18.0,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N477,Sour lentils (Khatti dal),Dals & Legumes,34.8,2.2,6.0,0.1,1.2,1.2,115.6,55,8.3,0.85,1.9,0.0,0.0,0.0,30,11.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Indian,lunch_dinner,50
N019,Sweet Lassi (Meethi lassi),Dairy & Paneer,35.7,1.3,6.5,0.7,0.0,6.5,18.3,52,45.6,0.03,1.0,1.0,1.0,0.2,75,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,North Indian,lunch_dinner,50
N005,Raw mango drink (Aam panna),Beverages,35.9,0.2,9.0,0.0,0.6,7.5,79.8,54,7.1,0.14,45.3,0.0,0.0,0.0,55,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
N006,Fruit Punch (with fresh juices),Beverages,36.1,0.1,9.4,0.0,0.1,9.2,2.6,55,5.1,0.1,41.4,0.0,0.0,0.0,55,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
N558,Cucumber and yogurt salad (Kheere aur dahi ka salad),Dairy & Paneer,36.1,2.1,4.7,0.9,1.7,2.3,141.7,50,68.5,0.52,6.7,2.0,2.0,0.3,75,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,50
F079,Drumstick (Moringa),Vegetable Dishes,37.0,2.1,8.5,0.2,3.2,0.0,42.0,461,30.0,0.4,141.0,0.0,0.0,0.0,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N220,Sprouted moong salad,Dals & Legumes,37.8,2.3,5.5,0.7,1.0,2.1,116.4,54,54.6,1.45,27.8,0.0,0.0,0.2,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
E064,Moringa Soup,Soups,38.0,2.5,5.5,0.5,2.8,1.5,285.0,385,85.0,1.8,105.0,0.0,0.0,0.1,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,South Indian,breakfast_snack,50
N176,Baked brinjal in tomato sauce,Indian Foods,38.6,1.6,4.1,1.6,2.3,2.2,79.7,46,26.2,0.32,68.4,0.0,0.0,0.5,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F058,Idli,Indian Foods,39.0,2.0,7.8,0.1,0.5,0.1,197.0,108,14.0,0.5,0.0,0.0,0.0,0.0,35,0.0,0,False,False,False,False,False,False,True,False,False,False,True,True,Indian,breakfast,50
F044,Onion,Vegetable Dishes,40.0,1.1,9.3,0.1,1.7,4.2,4.0,146,23.0,0.2,7.4,0.0,0.0,0.0,10,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
F091,Masala Chai (with milk),Beverages,40.0,1.8,5.2,1.6,0.0,4.8,30.0,85,58.0,0.2,0.0,3.0,5.0,1.0,35,0.0,55,False,True,False,False,False,False,False,False,False,False,False,False,Indian,breakfast,50
F215,Buttermilk (Chaas),Beverages,40.0,2.2,4.8,0.8,0.0,4.2,320.0,152,118.0,0.1,0.8,2.0,4.0,0.5,15,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,breakfast_snack,50
N860,Pumpkin soup,Soups,40.0,0.5,2.1,3.2,1.2,1.5,45.5,33,12.2,0.19,11.5,0.0,0.0,1.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,50
N419,Mintade,Indian Foods,40.3,0.0,10.6,0.0,0.0,10.5,26.7,60,2.1,0.05,8.5,0.0,0.0,0.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N540,Broccoli delight,Indian Foods,40.7,2.5,2.3,2.5,2.8,1.1,59.3,45,27.0,0.71,79.0,0.0,0.0,0.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F039,Carrot,Vegetable Dishes,41.0,0.9,10.0,0.2,2.8,4.7,69.0,320,33.0,0.3,5.9,0.0,0.0,0.0,39,0.0,35,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
F192,Mint Chutney,Indian Foods,42.0,2.2,6.5,0.8,3.2,1.5,285.0,285,52.0,3.2,22.5,0.0,0.0,0.2,10,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,50
E048,Khar,Vegetable Dishes,42.0,1.5,6.5,1.2,2.8,1.5,580.0,185,22.0,0.8,5.5,0.0,0.0,0.3,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Assamese,lunch_dinner,50
N637,Coriander chutney (Hare dhaniye ki chutney),Accompaniments,42.9,1.4,8.2,0.4,2.5,5.5,186.6,59,39.8,1.63,4.2,0.0,0.0,0.1,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,50
F035,Papaya,Fruits,43.0,0.5,11.0,0.3,1.7,7.8,8.0,182,20.0,0.1,61.8,0.0,0.0,0.1,60,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tropical,snack,50
F075,Beetroot,Vegetable Dishes,43.0,1.6,10.0,0.2,2.8,7.0,78.0,325,16.0,0.8,4.9,0.0,0.0,0.0,61,0.0,500,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
N638,Gooseberry chutney (Amla chutney),Accompaniments,43.0,1.4,8.8,0.6,4.6,0.1,215.1,62,46.4,1.22,4.8,0.0,0.0,0.2,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,50
N636,Mint tomato chutney (Pudinay aur tamatar ki chutney),Vegetable Dishes,43.6,1.5,8.2,0.4,2.6,5.5,184.0,60,47.6,2.06,4.1,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N896,Dal moong,Dals & Legumes,43.7,2.2,4.9,1.6,1.1,0.1,117.7,53,7.7,0.52,0.0,0.0,0.0,0.5,30,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N744,Semolina milk drink (Thari kanji),Dairy & Paneer,44.2,1.0,6.9,1.4,0.7,3.9,12.0,53,8.3,0.36,6.6,3.0,3.0,0.4,30,0.0,0,True,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,50
N635,Tomato ginger chutney (Tamatar adarak ki chutney),Vegetable Dishes,44.7,1.0,9.1,0.3,2.1,6.3,209.4,60,23.6,1.08,3.6,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F089,Orange Juice,Beverages,45.0,0.7,10.4,0.2,0.2,8.4,1.0,200,11.0,0.2,50.0,0.0,0.0,0.0,50,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,breakfast,50
F094,Sprouts (mixed),Dals & Legumes,45.0,4.5,6.3,0.4,1.8,0.0,14.0,253,24.0,1.5,12.4,0.0,0.0,0.1,25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
N052,Boiled egg (Ubla anda),Egg Dishes,45.4,4.4,0.1,3.0,0.1,0.0,170.9,49,17.8,0.64,0.0,12.0,123.0,0.9,0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,Indian,breakfast,50
N895,Green chilli sauce,Indian Foods,46.1,1.2,7.4,0.3,1.8,5.4,1037.0,54,9.9,0.64,0.0,0.0,0.0,0.1,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
F030,Orange,Fruits,47.0,0.9,12.0,0.1,2.4,9.0,0.0,181,40.0,0.1,53.2,0.0,0.0,0.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,50
N498,Spinach mushroom (Palak mushroom),Vegetable Dishes,47.6,1.9,3.0,3.0,2.3,1.0,71.0,45,49.8,1.69,60.2,200.0,0.0,0.9,15,8.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N862,Paneer soup,Soups,47.8,3.2,2.4,2.8,0.3,2.0,68.0,51,82.8,0.3,7.6,6.0,9.0,0.8,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Continental,lunch_dinner,50
F219,Sol Kadhi,Beverages,48.0,0.8,4.5,2.5,0.5,1.5,185.0,285,18.0,0.5,5.5,0.0,0.0,0.5,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Konkan,breakfast_snack,50
N065,Cold cucumber soup (Thanda kheere ka soup),Soups,48.0,3.0,4.6,2.0,0.9,3.3,121.3,57,99.8,0.32,5.0,0.0,4.0,0.6,75,0.0,0,False,True,False,True,False,False,False,False,False,False,False,False,Continental,lunch_dinner,50
N418,Gingo,Indian Foods,48.0,0.1,12.4,0.1,0.2,12.1,21.5,68,6.3,0.21,8.4,0.0,0.0,0.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N560,Jellied sunshine fruit salad,Accompaniments,48.9,5.8,4.2,0.8,1.8,2.9,74.2,72,37.1,0.87,28.8,0.0,0.0,0.3,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,50
F038,Kale,Vegetable Dishes,49.0,4.3,9.0,0.9,3.6,2.3,38.0,491,150.0,1.5,93.4,0.0,0.0,0.1,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,lunch_dinner,50
F080,Fenugreek Leaves (Methi),Vegetable Dishes,49.0,4.4,6.0,0.9,2.7,0.0,76.0,770,395.0,1.9,3.0,0.0,0.0,0.1,15,0.0,380,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N475,Lasagne with vegetables,Indian Foods,49.2,1.7,5.9,2.2,0.7,1.4,40.8,55,32.9,0.57,179.9,0.0,0.0,0.6,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N556,Tossed green salad,Accompaniments,49.9,1.3,3.8,3.2,1.3,1.9,65.1,45,33.7,1.27,58.2,0.0,0.0,1.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,50
F081,Pineapple,Fruits,50.0,0.5,13.0,0.1,1.4,9.9,1.0,109,13.0,0.3,47.8,0.0,0.0,0.0,66,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Tropical,snack,50
N117,Washed moong dal (Dhuli moong ki dal),Dals & Legumes,50.0,2.7,5.9,1.7,1.2,0.1,150.6,60,8.5,0.64,0.0,0.0,0.0,0.5,30,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N561,Tomato aspic,Indian Foods,50.4,6.9,5.0,0.3,1.6,3.2,98.2,81,44.3,1.18,35.9,0.0,0.0,0.1,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N003,Espreso coffee,Beverages,51.5,1.8,6.6,2.1,0.0,6.5,14.0,58,58.1,0.15,1.5,0.0,0.0,0.6,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,50
F027,Egg White,Egg Dishes,52.0,11.0,0.7,0.2,0.0,0.7,166.0,163,7.0,0.1,0.0,1.0,308.0,0.0,0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,Western,breakfast,50
F029,Apple,Fruits,52.0,0.3,14.0,0.2,2.4,10.0,1.0,107,6.0,0.1,4.6,0.0,0.0,0.0,36,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Western,snack,50
E061,Apong (Rice Beer),Beverages,52.0,0.5,8.5,0.2,0.5,5.5,8.0,12,2.0,0.2,0.0,0.0,0.0,0.0,45,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Arunachali,snack,50
N711,Lentils and wheat porridge (Dal wheat porridge/daliya ),Dals & Legumes,52.5,2.7,8.4,0.9,1.3,0.9,62.8,69,26.3,0.52,0.6,0.0,0.0,0.3,30,14.0,0,True,False,False,False,False,False,False,True,False,False,True,True,Indian,lunch_dinner,50
N479,Arhar with spinach (Arhar dal aur palak),Dals & Legumes,52.8,2.0,4.8,2.8,1.3,0.2,110.0,53,21.8,0.89,18.8,0.0,0.0,0.8,30,10.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N568,Spinach raita (Palak ka raita),Dairy & Paneer,52.8,4.0,5.1,1.9,1.4,4.0,126.6,66,143.0,1.61,32.9,0.0,0.0,0.6,15,16.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N122,Whole moong (Moong ki dal),Dals & Legumes,53.7,2.2,5.2,2.6,2.0,0.6,123.9,56,13.6,0.68,11.0,0.0,0.0,0.8,30,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N125,Whole urad (Urad ki dal),Dals & Legumes,53.8,2.2,5.0,2.6,2.3,0.6,126.1,55,13.1,0.78,10.3,0.0,0.0,0.8,30,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N123,Whole masoor (Masoor ki dal),Dals & Legumes,54.0,2.3,5.4,2.5,2.0,0.7,123.7,57,12.2,0.95,11.0,0.0,0.0,0.8,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
N569,Bathua raita,Dairy & Paneer,54.4,4.1,5.3,1.8,2.2,4.1,110.9,67,206.3,1.46,43.6,0.0,0.0,0.5,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,50
